State,County,Income
Iowa,Appanoose,"38,478"
Iowa,Audubon,"48,279"
Iowa,Benton,"53,994"
Iowa,Black Hawk,"44,764"
Iowa,Boone,"49,606"
Iowa,Bremer,"49,405"
Iowa,Buchanan,"46,491"
Iowa,Buena Vista,"50,000"
Iowa,Butler,"49,863"
Iowa,Calhoun,"51,217"
Iowa,Carroll,"54,456"
Iowa,Cass,"48,327"
Iowa,Cedar,"53,356"
Iowa,Cerro Gordo,"53,342"
Iowa,Cherokee,"62,827"
Iowa,Chickasaw,"58,354"
Iowa,Clarke,"43,888"
Iowa,Clay,"51,876"
Iowa,Clayton,"50,371"
Iowa,Clinton,"44,244"
Iowa,Crawford,"41,765"
Iowa,Dallas,"66,128"
Iowa,Davis,"36,921"
Iowa,Decatur,"35,908"
Iowa,Delaware,"51,998"
Iowa,Des Moines,"50,515"
Iowa,Dickinson,"58,592"
Iowa,Dubuque,"49,085"
Iowa,Emmet,"43,501"
Iowa,Fayette,"44,263"
Iowa,Floyd,"46,560"
Iowa,Franklin,"51,971"
Iowa,Fremont,"45,399"
Iowa,Greene,"48,356"
Iowa,Grundy,"53,270"
Iowa,Guthrie,"52,694"
Iowa,Hamilton,"53,071"
Iowa,Hancock,"54,791"
Iowa,Hardin,"52,677"
Iowa,Harrison,"44,895"
Iowa,Henry,"43,223"
Iowa,Howard,"48,232"
Iowa,Humboldt,"50,201"
Iowa,Ida,"52,758"
Iowa,Iowa,"55,204"
Iowa,Jackson,"45,167"
Iowa,Jasper,"43,551"
Iowa,Jefferson,"42,320"
Iowa,Johnson,"52,672"
Iowa,Jones,"43,652"
Iowa,Keokuk,"44,509"
Iowa,Kossuth,"52,992"
Iowa,Lee,"42,174"
Iowa,Linn,"52,743"
Iowa,Louisa,"41,038"
Iowa,Lucas,"42,126"
Iowa,Lyon,"60,892"
Iowa,Madison,"49,505"
Iowa,Mahaska,"43,914"
Iowa,Marion,"48,956"
Iowa,Marshall,"43,652"
Iowa,Mills,"56,647"
Iowa,Mitchell,"63,318"
Iowa,Monona,"48,118"
Iowa,Monroe,"43,833"
Iowa,Montgomery,"42,280"
Iowa,Muscatine,"47,553"
Iowa,O'Brien,"59,835"
Iowa,Osceola,"57,164"
Iowa,Page,"41,629"
Iowa,Palo Alto,"53,056"
Iowa,Plymouth,"57,589"
Iowa,Pocahontas,"52,699"
Iowa,Polk,"53,215"
Iowa,Pottawattamie,"45,604"
Iowa,Poweshiek,"46,950"
Iowa,Ringgold,"45,714"
Iowa,Sac,"56,931"
Iowa,Scott,"54,323"
Iowa,Shelby,"50,834"
Iowa,Sioux,"56,029"
Iowa,Story,"41,885"
Iowa,Tama,"46,483"
Iowa,Taylor,"41,585"
Iowa,Union,"40,494"
Iowa,Van Buren,"41,378"
Iowa,Wapello,"39,002"
Iowa,Warren,"50,698"
Iowa,Washington,"57,438"
Iowa,Wayne,"43,981"
Iowa,Webster,"45,496"
Iowa,Winnebago,"44,528"
Iowa,Winneshiek,"50,175"
Iowa,Woodbury,"43,988"
Iowa,Worth,"42,321"
Iowa,Wright,"56,451"
Kansas,Allen,"40,218"
Kansas,Anderson,"38,539"
Kansas,Atchison,"37,436"
Kansas,Barber,"42,497"
Kansas,Barton,"48,036"
Kansas,Bourbon,"42,697"
Kansas,Brown,"43,023"
Kansas,Butler,"46,157"
Kansas,Chase,"46,385"
Kansas,Chautauqua,"40,661"
Kansas,Cherokee,"39,645"
Kansas,Cheyenne,"47,268"
Kansas,Clark,"62,654"
Kansas,Clay,"42,069"
Kansas,Cloud,"38,144"
Kansas,Coffey,"54,074"
Kansas,Comanche,"45,954"
Kansas,Cowley,"38,707"
Kansas,Crawford,"37,921"
Kansas,Decatur,"46,614"
Kansas,Dickinson,"40,582"
Kansas,Doniphan,"37,405"
Kansas,Douglas,"43,642"
Kansas,Edwards,"52,165"
Kansas,Elk,"40,899"
Kansas,Ellis,"46,465"
Kansas,Ellsworth,"43,316"
Kansas,Finney,"43,172"
Kansas,Ford,"38,962"
Kansas,Franklin,"42,383"
Kansas,Geary,"48,907"
Kansas,Gove,"58,539"
Kansas,Graham,"49,624"
Kansas,Grant,"46,591"
Kansas,Gray,"66,429"
Kansas,Greeley,"59,191"
Kansas,Greenwood,"42,708"
Kansas,Hamilton,"63,834"
Kansas,Harper,"47,024"
Kansas,Harvey,"42,057"
Kansas,Haskell,"52,783"
Kansas,Hodgeman,"49,176"
Kansas,Jackson,"41,686"
Kansas,Jefferson,"44,480"
Kansas,Jewell,"48,428"
Kansas,Johnson,"74,010"
Kansas,Kearny,"56,466"
Kansas,Kingman,"42,572"
Kansas,Kiowa,"44,262"
Kansas,Labette,"42,127"
Kansas,Lane,"93,628"
Kansas,Leavenworth,"42,851"
Kansas,Lincoln,"41,574"
Kansas,Linn,"37,267"
Kansas,Logan,"47,852"
Kansas,Lyon,"38,297"
Kansas,McPherson,"51,016"
Kansas,Marion,"41,410"
Kansas,Marshall,"45,766"
Kansas,Meade,"64,262"
Kansas,Miami,"48,748"
Kansas,Mitchell,"54,694"
Kansas,Montgomery,"37,576"
Kansas,Morris,"42,424"
Kansas,Morton,"43,644"
Kansas,Nemaha,"54,111"
Kansas,Neosho,"39,485"
Kansas,Ness,"57,310"
Kansas,Norton,"42,080"
Kansas,Osage,"40,102"
Kansas,Osborne,"46,018"
Kansas,Ottawa,"41,201"
Kansas,Pawnee,"39,223"
Kansas,Phillips,"51,320"
Kansas,Pottawatomie,"52,564"
Kansas,Pratt,"47,327"
Kansas,Rawlins,"55,821"
Kansas,Reno,"41,111"
Kansas,Republic,"44,273"
Kansas,Rice,"42,788"
Kansas,Riley,"42,566"
Kansas,Rooks,"42,363"
Kansas,Rush,"44,302"
Kansas,Russell,"44,443"
Kansas,Saline,"49,983"
Kansas,Scott,"69,254"
Kansas,Sedgwick,"53,776"
Kansas,Seward,"38,621"
Kansas,Shawnee,"46,861"
Kansas,Sheridan,"50,706"
Kansas,Sherman,"45,156"
Kansas,Smith,"45,484"
Kansas,Stafford,"44,534"
Kansas,Stanton,"63,897"
Kansas,Stevens,"38,970"
Kansas,Sumner,"40,027"
Kansas,Thomas,"45,671"
Kansas,Trego,"50,889"
Kansas,Wabaunsee,"50,534"
Kansas,Wallace,"56,954"
Kansas,Washington,"45,181"
Kansas,Wichita,"70,142"
Kansas,Wilson,"43,433"
Kansas,Woodson,"35,561"
Kansas,Wyandotte,"33,315"
Kentucky,Adair,"31,288"
Kentucky,Allen,"32,643"
Kentucky,Anderson,"39,321"
Kentucky,Ballard,"37,939"
Kentucky,Barren,"36,633"
Kentucky,Bath,"30,496"
Kentucky,Bell,"29,612"
Kentucky,Boone,"48,004"
Kentucky,Bourbon,"44,388"
Kentucky,Boyd,"39,746"
Kentucky,Boyle,"37,780"
Kentucky,Bracken,"36,758"
Kentucky,Breathitt,"33,753"
Kentucky,Breckinridge,"34,461"
Kentucky,Bullitt,"40,935"
Kentucky,Butler,"34,420"
Kentucky,Caldwell,"35,066"
Kentucky,Calloway,"35,722"
Kentucky,Campbell,"49,015"
Kentucky,Carlisle,"43,860"
Kentucky,Carroll,"36,349"
Kentucky,Carter,"30,847"
Kentucky,Casey,"31,205"
Kentucky,Christian,"37,742"
Kentucky,Clark,"39,848"
Kentucky,Clay,"30,566"
Kentucky,Clinton,"31,308"
Kentucky,Crittenden,"35,325"
Kentucky,Cumberland,"35,549"
Kentucky,Daviess,"41,754"
Kentucky,Edmonson,"32,253"
Kentucky,Elliott,"22,481"
Kentucky,Estill,"31,555"
Kentucky,Fayette,"50,180"
Kentucky,Fleming,"33,537"
Kentucky,Floyd,"36,976"
Kentucky,Franklin,"41,760"
Kentucky,Fulton,"33,715"
Kentucky,Gallatin,"32,065"
Kentucky,Garrard,"34,363"
Kentucky,Grant,"36,093"
Kentucky,Graves,"38,130"
Kentucky,Grayson,"33,580"
Kentucky,Green,"34,570"
Kentucky,Greenup,"40,933"
Kentucky,Hancock,"36,929"
Kentucky,Hardin,"43,424"
Kentucky,Harlan,"30,877"
Kentucky,Harrison,"34,889"
Kentucky,Hart,"32,133"
Kentucky,Henderson,"39,891"
Kentucky,Henry,"37,981"
Kentucky,Hickman,"44,912"
Kentucky,Hopkins,"39,236"
Kentucky,Jackson,"28,352"
Kentucky,Jefferson,"51,937"
Kentucky,Jessamine,"43,470"
Kentucky,Johnson,"32,986"
Kentucky,Kenton,"57,982"
Kentucky,Knott,"30,118"
Kentucky,Knox,"29,431"
Kentucky,Larue,"36,525"
Kentucky,Laurel,"33,921"
Kentucky,Lawrence,"31,654"
Kentucky,Lee,"30,157"
Kentucky,Leslie,"32,724"
Kentucky,Letcher,"30,852"
Kentucky,Lewis,"31,156"
Kentucky,Lincoln,"31,399"
Kentucky,Livingston,"37,792"
Kentucky,Logan,"36,005"
Kentucky,Lyon,"36,652"
Kentucky,McCracken,"48,383"
Kentucky,McCreary,"25,835"
Kentucky,McLean,"41,603"
Kentucky,Madison,"35,397"
Kentucky,Magoffin,"30,537"
Kentucky,Marion,"36,083"
Kentucky,Marshall,"41,625"
Kentucky,Martin,"29,840"
Kentucky,Mason,"40,541"
Kentucky,Meade,"40,026"
Kentucky,Menifee,"30,305"
Kentucky,Mercer,"37,146"
Kentucky,Metcalfe,"31,512"
Kentucky,Monroe,"36,385"
Kentucky,Montgomery,"34,751"
Kentucky,Morgan,"26,831"
Kentucky,Muhlenberg,"33,892"
Kentucky,Nelson,"42,442"
Kentucky,Nicholas,"33,999"
Kentucky,Ohio,"33,262"
Kentucky,Oldham,"63,039"
Kentucky,Owen,"33,940"
Kentucky,Owsley,"31,486"
Kentucky,Pendleton,"43,757"
Kentucky,Perry,"38,523"
Kentucky,Pike,"36,319"
Kentucky,Powell,"31,498"
Kentucky,Pulaski,"37,024"
Kentucky,Robertson,"32,815"
Kentucky,Rockcastle,"31,176"
Kentucky,Rowan,"30,777"
Kentucky,Russell,"34,343"
Kentucky,Scott,"43,409"
Kentucky,Shelby,"45,392"
Kentucky,Simpson,"38,189"
Kentucky,Spencer,"43,960"
Kentucky,Taylor,"35,020"
Kentucky,Todd,"38,508"
Kentucky,Trigg,"36,495"
Kentucky,Trimble,"36,565"
Kentucky,Union,"33,736"
Kentucky,Warren,"38,045"
Kentucky,Washington,"37,824"
Kentucky,Wayne,"28,484"
Kentucky,Webster,"39,188"
Kentucky,Whitley,"33,447"
Kentucky,Wolfe,"31,083"
Kentucky,Woodford,"51,753"
Louisiana,Acadia,"37,304"
Louisiana,Allen,"33,381"
Louisiana,Ascension,"49,829"
Louisiana,Assumption,"46,788"
Louisiana,Avoyelles,"37,911"
Louisiana,Beauregard,"42,782"
Louisiana,Bienville,"38,493"
Louisiana,Bossier,"44,149"
Louisiana,Caddo,"48,413"
Louisiana,Calcasieu,"48,968"
Louisiana,Caldwell,"33,950"
Louisiana,Cameron,"50,280"
Louisiana,Catahoula,"33,655"
Louisiana,Claiborne,"35,240"
Louisiana,Concordia,"32,942"
Louisiana,De Soto,"40,584"
Louisiana,East Baton Rouge,"51,386"
Louisiana,East Carroll,"36,010"
Louisiana,East Feliciana,"42,771"
Louisiana,Evangeline,"33,671"
Louisiana,Franklin,"31,928"
Louisiana,Grant,"31,828"
Louisiana,Iberia,"39,270"
Louisiana,Iberville,"41,423"
Louisiana,Jackson,"34,116"
Louisiana,Jefferson,"51,005"
Louisiana,Jefferson Davis,"42,334"
Louisiana,Lafayette,"50,273"
Louisiana,Lafourche,"47,096"
Louisiana,LaSalle,"32,413"
Louisiana,Lincoln,"40,410"
Louisiana,Livingston,"40,658"
Louisiana,Madison,"32,437"
Louisiana,Morehouse,"38,495"
Louisiana,Natchitoches,"39,860"
Louisiana,Orleans,"52,004"
Louisiana,Ouachita,"41,053"
Louisiana,Plaquemines,"49,376"
Louisiana,Pointe Coupee,"44,366"
Louisiana,Rapides,"46,090"
Louisiana,Red River,"42,201"
Louisiana,Richland,"37,330"
Louisiana,Sabine,"34,558"
Louisiana,St. Bernard,"32,130"
Louisiana,St. Charles,"49,353"
Louisiana,St. Helena,"41,592"
Louisiana,St. James,"48,484"
Louisiana,St. John the Baptist,"40,573"
Louisiana,St. Landry,"41,191"
Louisiana,St. Martin,"37,645"
Louisiana,St. Mary,"39,280"
Louisiana,St. Tammany,"62,366"
Louisiana,Tangipahoa,"38,974"
Louisiana,Tensas,"36,630"
Louisiana,Terrebonne,"41,504"
Louisiana,Union,"38,794"
Louisiana,Vermilion,"39,042"
Louisiana,Vernon,"40,729"
Louisiana,Washington,"33,480"
Louisiana,Webster,"40,175"
Louisiana,West Baton Rouge,"46,976"
Louisiana,West Carroll,"36,633"
Louisiana,West Feliciana,"38,655"
Louisiana,Winn,"36,698"
Maine,Androscoggin,"41,528"
Maine,Aroostook,"41,241"
Maine,Cumberland,"62,523"
Maine,Franklin,"38,544"
Maine,Hancock,"51,259"
Maine,Kennebec,"44,940"
Maine,Knox,"52,358"
Maine,Lincoln,"50,922"
Maine,Oxford,"37,999"
Maine,Penobscot,"42,053"
Maine,Piscataquis,"38,427"
Maine,Sagadahoc,"51,325"
Maine,Somerset,"38,142"
Maine,Waldo,"40,912"
Maine,Washington,"40,378"
Maine,York,"52,068"
Maryland,Allegany,"40,517"
Maryland,Anne Arundel,"67,363"
Maryland,Baltimore,"61,556"
Maryland,Calvert,"62,591"
Maryland,Caroline,"45,906"
Maryland,Carroll,"63,039"
Maryland,Cecil,"47,695"
Maryland,Charles,"57,051"
Maryland,Dorchester,"46,562"
Maryland,Frederick,"61,869"
Maryland,Garrett,"45,595"
Maryland,Harford,"58,841"
Maryland,Howard,"78,416"
Maryland,Kent,"61,497"
Maryland,Montgomery,"89,690"
Maryland,Prince George's,"49,420"
Maryland,Queen Anne's,"64,810"
Maryland,St. Mary's,"56,820"
Maryland,Somerset,"31,562"
Maryland,Talbot,"73,232"
Maryland,Washington,"47,092"
Maryland,Wicomico,"42,054"
Maryland,Worcester,"60,007"
Maryland,Baltimore City,"51,357"
Massachusetts,Barnstable,"74,756"
Massachusetts,Berkshire,"56,503"
Massachusetts,Bristol,"54,089"
Massachusetts,Dukes,"93,726"
Massachusetts,Essex,"67,507"
Massachusetts,Franklin,"54,689"
Massachusetts,Hampden,"51,187"
Massachusetts,Hampshire,"52,984"
Massachusetts,Middlesex,"83,795"
Massachusetts,Nantucket,"124,168"
Massachusetts,Norfolk,"92,285"
Massachusetts,Plymouth,"67,505"
Massachusetts,Suffolk,"81,152"
Massachusetts,Worcester,"57,003"
Michigan,Alcona,"38,375"
Michigan,Alger,"33,767"
Michigan,Allegan,"45,182"
Michigan,Alpena,"40,985"
Michigan,Antrim,"47,070"
Michigan,Arenac,"37,369"
Michigan,Baraga,"33,519"
Michigan,Barry,"44,919"
Michigan,Bay,"41,722"
Michigan,Benzie,"43,557"
Michigan,Berrien,"47,430"
Michigan,Branch,"37,622"
Michigan,Calhoun,"40,276"
Michigan,Cass,"44,994"
Michigan,Charlevoix,"52,885"
Michigan,Cheboygan,"40,080"
Michigan,Chippewa,"34,269"
Michigan,Clare,"34,120"
Michigan,Clinton,"46,518"
Michigan,Crawford,"34,648"
Michigan,Delta,"40,551"
Michigan,Dickinson,"49,397"
Michigan,Eaton,"42,693"
Michigan,Emmet,"57,115"
Michigan,Genesee,"41,068"
Michigan,Gladwin,"36,874"
Michigan,Gogebic,"39,945"
Michigan,Grand Traverse,"50,639"
Michigan,Gratiot,"37,834"
Michigan,Hillsdale,"36,598"
Michigan,Houghton,"37,674"
Michigan,Huron,"45,425"
Michigan,Ingham,"40,761"
Michigan,Ionia,"35,273"
Michigan,Iosco,"37,970"
Michigan,Iron,"44,959"
Michigan,Isabella,"35,501"
Michigan,Jackson,"39,832"
Michigan,Kalamazoo,"48,723"
Michigan,Kalkaska,"34,623"
Michigan,Kent,"53,935"
Michigan,Keweenaw,"47,618"
Michigan,Lake,"31,813"
Michigan,Lapeer,"43,679"
Michigan,Leelanau,"67,320"
Michigan,Lenawee,"39,600"
Michigan,Livingston,"58,326"
Michigan,Luce,"31,827"
Michigan,Mackinac,"44,457"
Michigan,Macomb,"46,530"
Michigan,Manistee,"38,814"
Michigan,Marquette,"40,036"
Michigan,Mason,"41,667"
Michigan,Mecosta,"34,252"
Michigan,Menominee,"43,594"
Michigan,Midland,"60,467"
Michigan,Missaukee,"34,972"
Michigan,Monroe,"47,496"
Michigan,Montcalm,"34,972"
Michigan,Montmorency,"37,363"
Michigan,Muskegon,"39,072"
Michigan,Newaygo,"38,037"
Michigan,Oakland,"72,741"
Michigan,Oceana,"37,950"
Michigan,Ogemaw,"35,396"
Michigan,Ontonagon,"40,129"
Michigan,Osceola,"36,023"
Michigan,Oscoda,"33,896"
Michigan,Otsego,"40,589"
Michigan,Ottawa,"49,418"
Michigan,Presque Isle,"39,004"
Michigan,Roscommon,"37,141"
Michigan,Saginaw,"38,754"
Michigan,St. Clair,"44,316"
Michigan,St. Joseph,"38,866"
Michigan,Sanilac,"38,004"
Michigan,Schoolcraft,"39,948"
Michigan,Shiawassee,"39,435"
Michigan,Tuscola,"37,979"
Michigan,Van Buren,"41,123"
Michigan,Washtenaw,"59,363"
Michigan,Wayne,"42,942"
Michigan,Wexford,"36,454"
Minnesota,Aitkin,"39,780"
Minnesota,Anoka,"51,258"
Minnesota,Becker,"47,272"
Minnesota,Beltrami,"41,565"
Minnesota,Benton,"43,830"
Minnesota,Big Stone,"57,221"
Minnesota,Blue Earth,"44,383"
Minnesota,Brown,"52,995"
Minnesota,Carlton,"43,098"
Minnesota,Carver,"71,350"
Minnesota,Cass,"47,443"
Minnesota,Chippewa,"49,836"
Minnesota,Chisago,"48,750"
Minnesota,Clay,"43,180"
Minnesota,Clearwater,"44,001"
Minnesota,Cook,"55,319"
Minnesota,Cottonwood,"47,982"
Minnesota,Crow Wing,"45,610"
Minnesota,Dakota,"60,651"
Minnesota,Dodge,"47,984"
Minnesota,Douglas,"53,665"
Minnesota,Faribault,"43,343"
Minnesota,Fillmore,"45,378"
Minnesota,Freeborn,"45,808"
Minnesota,Goodhue,"53,549"
Minnesota,Grant,"52,556"
Minnesota,Hennepin,"74,698"
Minnesota,Houston,"52,354"
Minnesota,Hubbard,"43,235"
Minnesota,Isanti,"44,049"
Minnesota,Itasca,"43,685"
Minnesota,Jackson,"53,276"
Minnesota,Kanabec,"42,509"
Minnesota,Kandiyohi,"54,667"
Minnesota,Kittson,"55,597"
Minnesota,Koochiching,"41,890"
Minnesota,Lac qui Parle,"55,688"
Minnesota,Lake,"48,132"
Minnesota,Lake of the Woods,"57,357"
Minnesota,Le Sueur,"48,799"
Minnesota,Lincoln,"48,520"
Minnesota,Lyon,"49,455"
Minnesota,McLeod,"49,136"
Minnesota,Mahnomen,"36,950"
Minnesota,Marshall,"51,509"
Minnesota,Martin,"50,083"
Minnesota,Meeker,"43,944"
Minnesota,Mille Lacs,"41,582"
Minnesota,Morrison,"42,568"
Minnesota,Mower,"48,423"
Minnesota,Murray,"54,825"
Minnesota,Nicollet,"49,605"
Minnesota,Nobles,"45,100"
Minnesota,Norman,"44,254"
Minnesota,Olmsted,"58,554"
Minnesota,Otter Tail,"48,275"
Minnesota,Pennington,"55,399"
Minnesota,Pine,"37,067"
Minnesota,Pipestone,"58,004"
Minnesota,Polk,"48,820"
Minnesota,Pope,"52,091"
Minnesota,Ramsey,"54,934"
Minnesota,Red Lake,"51,750"
Minnesota,Redwood,"49,732"
Minnesota,Renville,"51,432"
Minnesota,Rice,"44,096"
Minnesota,Rock,"51,956"
Minnesota,Roseau,"51,307"
Minnesota,St. Louis,"47,417"
Minnesota,Scott,"59,687"
Minnesota,Sherburne,"47,031"
Minnesota,Sibley,"46,632"
Minnesota,Stearns,"47,196"
Minnesota,Steele,"47,604"
Minnesota,Stevens,"49,913"
Minnesota,Swift,"51,320"
Minnesota,Todd,"42,005"
Minnesota,Traverse,"61,255"
Minnesota,Wabasha,"48,724"
Minnesota,Wadena,"39,746"
Minnesota,Waseca,"44,556"
Minnesota,Washington,"67,928"
Minnesota,Watonwan,"42,979"
Minnesota,Wilkin,"59,516"
Minnesota,Winona,"50,036"
Minnesota,Wright,"50,181"
Minnesota,Yellow Medicine,"57,186"
Mississippi,Adams,"33,880"
Mississippi,Alcorn,"36,003"
Mississippi,Amite,"33,460"
Mississippi,Attala,"33,809"
Mississippi,Benton,"30,285"
Mississippi,Bolivar,"38,213"
Mississippi,Calhoun,"33,043"
Mississippi,Carroll,"37,615"
Mississippi,Chickasaw,"34,805"
Mississippi,Choctaw,"33,646"
Mississippi,Claiborne,"31,494"
Mississippi,Clarke,"36,431"
Mississippi,Clay,"39,191"
Mississippi,Coahoma,"33,915"
Mississippi,Copiah,"33,203"
Mississippi,Covington,"35,748"
Mississippi,DeSoto,"40,702"
Mississippi,Forrest,"38,880"
Mississippi,Franklin,"33,970"
Mississippi,George,"32,529"
Mississippi,Greene,"28,716"
Mississippi,Grenada,"35,632"
Mississippi,Hancock,"35,262"
Mississippi,Harrison,"37,303"
Mississippi,Hinds,"39,311"
Mississippi,Holmes,"28,371"
Mississippi,Humphreys,"31,864"
Mississippi,Issaquena,"18,541"
Mississippi,Itawamba,"34,734"
Mississippi,Jackson,"37,499"
Mississippi,Jasper,"37,281"
Mississippi,Jefferson,"33,098"
Mississippi,Jefferson Davis,"30,097"
Mississippi,Jones,"38,122"
Mississippi,Kemper,"29,287"
Mississippi,Lafayette,"42,110"
Mississippi,Lamar,"40,529"
Mississippi,Lauderdale,"37,959"
Mississippi,Lawrence,"34,616"
Mississippi,Leake,"31,436"
Mississippi,Lee,"41,934"
Mississippi,Leflore,"36,399"
Mississippi,Lincoln,"38,682"
Mississippi,Lowndes,"38,498"
Mississippi,Madison,"64,033"
Mississippi,Marion,"34,526"
Mississippi,Marshall,"32,341"
Mississippi,Monroe,"34,664"
Mississippi,Montgomery,"34,180"
Mississippi,Neshoba,"36,604"
Mississippi,Newton,"34,645"
Mississippi,Noxubee,"32,805"
Mississippi,Oktibbeha,"34,367"
Mississippi,Panola,"32,496"
Mississippi,Pearl River,"36,230"
Mississippi,Perry,"31,934"
Mississippi,Pike,"31,048"
Mississippi,Pontotoc,"32,996"
Mississippi,Prentiss,"30,743"
Mississippi,Quitman,"27,088"
Mississippi,Rankin,"44,661"
Mississippi,Scott,"32,095"
Mississippi,Sharkey,"32,070"
Mississippi,Simpson,"37,036"
Mississippi,Smith,"35,791"
Mississippi,Stone,"31,516"
Mississippi,Sunflower,"30,859"
Mississippi,Tallahatchie,"27,757"
Mississippi,Tate,"35,182"
Mississippi,Tippah,"33,919"
Mississippi,Tishomingo,"33,559"
Mississippi,Tunica,"32,425"
Mississippi,Union,"32,242"
Mississippi,Walthall,"31,757"
Mississippi,Warren,"39,580"
Mississippi,Washington,"37,568"
Mississippi,Wayne,"34,775"
Mississippi,Webster,"38,464"
Mississippi,Wilkinson,"29,413"
Mississippi,Winston,"35,742"
Mississippi,Yalobusha,"36,729"
Mississippi,Yazoo,"27,275"
Missouri,Adair,"33,578"
Missouri,Andrew,"45,118"
Missouri,Atchison,"42,633"
Missouri,Audrain,"40,111"
Missouri,Barry,"34,540"
Missouri,Barton,"35,884"
Missouri,Bates,"38,864"
Missouri,Benton,"35,973"
Missouri,Bollinger,"32,454"
Missouri,Boone,"47,687"
Missouri,Buchanan,"39,810"
Missouri,Butler,"35,302"
Missouri,Caldwell,"37,301"
Missouri,Callaway,"38,686"
Missouri,Camden,"38,794"
Missouri,Cape Girardeau,"46,314"
Missouri,Carroll,"45,110"
Missouri,Carter,"32,045"
Missouri,Cass,"47,151"
Missouri,Cedar,"31,664"
Missouri,Chariton,"42,227"
Missouri,Christian,"40,301"
Missouri,Clark,"34,516"
Missouri,Clay,"48,381"
Missouri,Clinton,"42,988"
Missouri,Cole,"47,790"
Missouri,Cooper,"38,916"
Missouri,Crawford,"36,090"
Missouri,Dade,"34,181"
Missouri,Dallas,"33,184"
Missouri,Daviess,"34,491"
Missouri,DeKalb,"28,294"
Missouri,Dent,"33,231"
Missouri,Douglas,"28,305"
Missouri,Dunklin,"34,129"
Missouri,Franklin,"45,719"
Missouri,Gasconade,"40,316"
Missouri,Gentry,"41,470"
Missouri,Greene,"44,837"
Missouri,Grundy,"34,723"
Missouri,Harrison,"38,274"
Missouri,Henry,"43,018"
Missouri,Hickory,"27,787"
Missouri,Holt,"45,259"
Missouri,Howard,"38,796"
Missouri,Howell,"34,055"
Missouri,Iron,"34,164"
Missouri,Jackson,"47,054"
Missouri,Jasper,"39,973"
Missouri,Jefferson,"42,780"
Missouri,Johnson,"36,777"
Missouri,Knox,"32,711"
Missouri,Laclede,"36,558"
Missouri,Lafayette,"42,119"
Missouri,Lawrence,"34,301"
Missouri,Lewis,"35,249"
Missouri,Lincoln,"40,788"
Missouri,Linn,"40,356"
Missouri,Livingston,"39,805"
Missouri,McDonald,"28,018"
Missouri,Macon,"42,414"
Missouri,Madison,"36,865"
Missouri,Maries,"33,348"
Missouri,Marion,"41,068"
Missouri,Mercer,"32,388"
Missouri,Miller,"35,547"
Missouri,Mississippi,"32,216"
Missouri,Moniteau,"37,533"
Missouri,Monroe,"42,672"
Missouri,Montgomery,"40,396"
Missouri,Morgan,"42,873"
Missouri,New Madrid,"33,869"
Missouri,Newton,"39,334"
Missouri,Nodaway,"31,013"
Missouri,Oregon,"28,722"
Missouri,Osage,"45,582"
Missouri,Ozark,"30,043"
Missouri,Pemiscot,"32,811"
Missouri,Perry,"41,321"
Missouri,Pettis,"37,763"
Missouri,Phelps,"39,132"
Missouri,Pike,"34,828"
Missouri,Platte,"58,878"
Missouri,Polk,"33,703"
Missouri,Pulaski,"40,512"
Missouri,Putnam,"33,945"
Missouri,Ralls,"40,698"
Missouri,Randolph,"39,903"
Missouri,Ray,"42,305"
Missouri,Reynolds,"35,034"
Missouri,Ripley,"30,437"
Missouri,St. Charles,"53,745"
Missouri,St. Clair,"29,830"
Missouri,Ste. Genevieve,"41,822"
Missouri,St. Francois,"34,485"
Missouri,St. Louis,"71,360"
Missouri,Saline,"38,580"
Missouri,Schuyler,"29,013"
Missouri,Scotland,"33,262"
Missouri,Scott,"40,221"
Missouri,Shannon,"30,503"
