State,County,Income
Missouri,Shelby,"40,356"
Missouri,Stoddard,"37,020"
Missouri,Stone,"38,900"
Missouri,Sullivan,"37,649"
Missouri,Taney,"35,956"
Missouri,Texas,"28,169"
Missouri,Vernon,"35,930"
Missouri,Warren,"41,674"
Missouri,Washington,"29,606"
Missouri,Wayne,"29,581"
Missouri,Webster,"32,589"
Missouri,Worth,"35,573"
Missouri,Wright,"32,178"
Missouri,St. Louis City,"47,643"
Montana,Beaverhead,"44,664"
Montana,Big Horn,"30,533"
Montana,Blaine,"31,263"
Montana,Broadwater,"39,306"
Montana,Carbon,"47,442"
Montana,Carter,"44,358"
Montana,Cascade,"47,518"
Montana,Chouteau,"37,340"
Montana,Custer,"44,689"
Montana,Daniels,"48,086"
Montana,Dawson,"45,295"
Montana,Deer Lodge,"39,063"
Montana,Fallon,"49,509"
Montana,Fergus,"43,808"
Montana,Flathead,"47,331"
Montana,Gallatin,"54,734"
Montana,Garfield,"36,291"
Montana,Glacier,"34,458"
Montana,Golden Valley,"49,137"
Montana,Granite,"43,791"
Montana,Hill,"45,017"
Montana,Jefferson,"47,960"
Montana,Judith Basin,"50,492"
Montana,Lake,"39,365"
Montana,Lewis and Clark,"48,562"
Montana,Liberty,"40,956"
Montana,Lincoln,"35,432"
Montana,McCone,"42,209"
Montana,Madison,"49,115"
Montana,Meagher,"46,128"
Montana,Mineral,"39,957"
Montana,Missoula,"49,492"
Montana,Musselshell,"43,133"
Montana,Park,"48,114"
Montana,Petroleum,"35,772"
Montana,Phillips,"39,172"
Montana,Pondera,"42,363"
Montana,Powder River,"32,479"
Montana,Powell,"39,771"
Montana,Prairie,"44,739"
Montana,Ravalli,"44,602"
Montana,Richland,"61,217"
Montana,Roosevelt,"34,794"
Montana,Rosebud,"42,250"
Montana,Sanders,"34,896"
Montana,Sheridan,"52,541"
Montana,Silver Bow,"48,939"
Montana,Stillwater,"51,773"
Montana,Sweet Grass,"44,455"
Montana,Teton,"44,369"
Montana,Toole,"45,481"
Montana,Treasure,"48,415"
Montana,Valley,"46,911"
Montana,Wheatland,"35,934"
Montana,Wibaux,"50,940"
Montana,Yellowstone,"52,340"
Nebraska,Adams,"49,139"
Nebraska,Antelope,"46,981"
Nebraska,Arthur,"46,901"
Nebraska,Banner,"58,252"
Nebraska,Blaine,"45,788"
Nebraska,Boone,"54,024"
Nebraska,Box Butte,"47,359"
Nebraska,Boyd,"55,795"
Nebraska,Brown,"51,496"
Nebraska,Buffalo,"54,052"
Nebraska,Burt,"50,268"
Nebraska,Butler,"47,286"
Nebraska,Cass,"53,602"
Nebraska,Cedar,"52,839"
Nebraska,Chase,"49,267"
Nebraska,Cherry,"45,124"
Nebraska,Cheyenne,"48,263"
Nebraska,Clay,"47,220"
Nebraska,Colfax,"43,106"
Nebraska,Cuming,"58,610"
Nebraska,Custer,"44,290"
Nebraska,Dakota,"41,831"
Nebraska,Dawes,"37,092"
Nebraska,Dawson,"43,055"
Nebraska,Deuel,"44,289"
Nebraska,Dixon,"44,185"
Nebraska,Dodge,"47,330"
Nebraska,Douglas,"63,435"
Nebraska,Dundy,"53,144"
Nebraska,Fillmore,"57,068"
Nebraska,Franklin,"47,132"
Nebraska,Frontier,"44,469"
Nebraska,Furnas,"49,008"
Nebraska,Gage,"49,863"
Nebraska,Garden,"40,892"
Nebraska,Garfield,"43,905"
Nebraska,Gosper,"52,671"
Nebraska,Grant,"42,545"
Nebraska,Greeley,"45,109"
Nebraska,Hall,"43,625"
Nebraska,Hamilton,"54,782"
Nebraska,Harlan,"48,143"
Nebraska,Hayes,"45,409"
Nebraska,Hitchcock,"37,990"
Nebraska,Holt,"51,404"
Nebraska,Hooker,"52,667"
Nebraska,Howard,"41,377"
Nebraska,Jefferson,"48,757"
Nebraska,Johnson,"37,179"
Nebraska,Kearney,"56,309"
Nebraska,Keith,"45,896"
Nebraska,Keya Paha,"58,784"
Nebraska,Kimball,"44,069"
Nebraska,Knox,"48,268"
Nebraska,Lancaster,"49,889"
Nebraska,Lincoln,"46,623"
Nebraska,Logan,"37,603"
Nebraska,Loup,"45,361"
Nebraska,McPherson,"45,530"
Nebraska,Madison,"50,630"
Nebraska,Merrick,"47,386"
Nebraska,Morrill,"49,071"
Nebraska,Nance,"38,000"
Nebraska,Nemaha,"48,807"
Nebraska,Nuckolls,"50,836"
Nebraska,Otoe,"53,850"
Nebraska,Pawnee,"48,851"
Nebraska,Perkins,"55,692"
Nebraska,Phelps,"52,792"
Nebraska,Pierce,"57,141"
Nebraska,Platte,"49,386"
Nebraska,Polk,"51,004"
Nebraska,Red Willow,"46,270"
Nebraska,Richardson,"48,195"
Nebraska,Rock,"49,241"
Nebraska,Saline,"43,763"
Nebraska,Sarpy,"50,333"
Nebraska,Saunders,"52,193"
Nebraska,Scotts Bluff,"44,171"
Nebraska,Seward,"49,832"
Nebraska,Sheridan,"47,076"
Nebraska,Sherman,"44,953"
Nebraska,Sioux,"42,404"
Nebraska,Stanton,"48,167"
Nebraska,Thayer,"57,523"
Nebraska,Thomas,"53,979"
Nebraska,Thurston,"41,468"
Nebraska,Valley,"45,713"
Nebraska,Washington,"56,640"
Nebraska,Wayne,"44,622"
Nebraska,Webster,"48,607"
Nebraska,Wheeler,"72,878"
Nebraska,York,"49,892"
Nevada,Churchill,"43,661"
Nevada,Clark,"47,090"
Nevada,Douglas,"75,159"
Nevada,Elko,"46,808"
Nevada,Esmeralda,"40,113"
Nevada,Eureka,"39,903"
Nevada,Humboldt,"46,927"
Nevada,Lander,"63,923"
Nevada,Lincoln,"36,604"
Nevada,Lyon,"38,713"
Nevada,Mineral,"38,074"
Nevada,Nye,"37,835"
Nevada,Pershing,"32,592"
Nevada,Storey,"59,651"
Nevada,Washoe,"59,639"
Nevada,White Pine,"44,736"
Nevada,Carson City,"50,754"
New Hampshire,Belknap,"61,091"
New Hampshire,Carroll,"58,949"
New Hampshire,Cheshire,"51,969"
New Hampshire,Coos,"43,098"
New Hampshire,Grafton,"60,426"
New Hampshire,Hillsborough,"61,147"
New Hampshire,Merrimack,"57,924"
New Hampshire,Rockingham,"73,819"
New Hampshire,Strafford,"50,574"
New Hampshire,Sullivan,"51,682"
New Jersey,Atlantic,"48,668"
New Jersey,Bergen,"85,951"
New Jersey,Burlington,"62,120"
New Jersey,Camden,"54,103"
New Jersey,Cape May,"60,877"
New Jersey,Cumberland,"40,289"
New Jersey,Essex,"67,459"
New Jersey,Gloucester,"54,745"
New Jersey,Hudson,"65,139"
New Jersey,Hunterdon,"89,610"
New Jersey,Mercer,"69,344"
New Jersey,Middlesex,"61,065"
New Jersey,Monmouth,"79,978"
New Jersey,Morris,"98,842"
New Jersey,Ocean,"52,008"
New Jersey,Passaic,"50,570"
New Jersey,Salem,"48,496"
New Jersey,Somerset,"106,194"
New Jersey,Sussex,"61,757"
New Jersey,Union,"68,262"
New Jersey,Warren,"56,058"
New Mexico,Bernalillo,"44,057"
New Mexico,Catron,"32,010"
New Mexico,Chaves,"40,322"
New Mexico,Cibola,"28,130"
New Mexico,Colfax,"39,826"
New Mexico,Curry,"44,161"
New Mexico,De Baca,"39,634"
New Mexico,Doña Ana,"36,570"
New Mexico,Eddy,"54,122"
New Mexico,Grant,"41,026"
New Mexico,Guadalupe,"32,994"
New Mexico,Harding,"38,716"
New Mexico,Hidalgo,"41,555"
New Mexico,Lea,"44,437"
New Mexico,Lincoln,"41,793"
New Mexico,Los Alamos,"70,600"
New Mexico,Luna,"31,140"
New Mexico,McKinley,"27,771"
New Mexico,Mora,"35,534"
New Mexico,Otero,"34,636"
New Mexico,Quay,"38,223"
New Mexico,Rio Arriba,"34,582"
New Mexico,Roosevelt,"39,446"
New Mexico,Sandoval,"41,547"
New Mexico,San Juan,"35,453"
New Mexico,San Miguel,"34,579"
New Mexico,Santa Fe,"58,510"
New Mexico,Sierra,"38,984"
New Mexico,Socorro,"34,699"
New Mexico,Taos,"38,455"
New Mexico,Torrance,"30,245"
New Mexico,Union,"32,620"
New Mexico,Valencia,"33,424"
New York,Albany,"61,201"
New York,Allegany,"34,880"
New York,Bronx,"37,376"
New York,Broome,"44,540"
New York,Cattaraugus,"39,995"
New York,Cayuga,"42,231"
New York,Chautauqua,"40,759"
New York,Chemung,"44,373"
New York,Chenango,"41,840"
New York,Clinton,"44,081"
New York,Columbia,"55,810"
New York,Cortland,"40,691"
New York,Delaware,"39,632"
New York,Dutchess,"56,365"
New York,Erie,"51,539"
New York,Essex,"45,996"
New York,Franklin,"37,644"
New York,Fulton,"43,112"
New York,Genesee,"43,582"
New York,Greene,"47,008"
New York,Hamilton,"54,086"
New York,Herkimer,"41,581"
New York,Jefferson,"46,924"
New York,Kings,"52,192"
New York,Lewis,"43,971"
New York,Livingston,"45,908"
New York,Madison,"44,502"
New York,Monroe,"52,951"
New York,Montgomery,"41,628"
New York,Nassau,"89,839"
New York,New York,"193,940"
New York,Niagara,"45,501"
New York,Oneida,"44,697"
New York,Onondaga,"52,886"
New York,Ontario,"53,498"
New York,Orange,"51,848"
New York,Orleans,"38,963"
New York,Oswego,"40,538"
New York,Otsego,"43,522"
New York,Putnam,"65,833"
New York,Queens,"49,777"
New York,Rensselaer,"49,156"
New York,Richmond,"56,749"
New York,Rockland,"60,464"
New York,St. Lawrence,"37,940"
New York,Saratoga,"67,618"
New York,Schenectady,"50,533"
New York,Schoharie,"40,791"
New York,Schuyler,"42,063"
New York,Seneca,"38,593"
New York,Steuben,"45,194"
New York,Suffolk,"68,617"
New York,Sullivan,"46,303"
New York,Tioga,"45,910"
New York,Tompkins,"45,282"
New York,Ulster,"50,462"
New York,Warren,"52,475"
New York,Washington,"40,043"
New York,Wayne,"46,048"
New York,Westchester,"108,976"
New York,Wyoming,"39,801"
New York,Yates,"39,402"
North Carolina,Alamance,"39,342"
North Carolina,Alexander,"37,438"
North Carolina,Alleghany,"37,549"
North Carolina,Anson,"34,616"
North Carolina,Ashe,"36,300"
North Carolina,Avery,"36,574"
North Carolina,Beaufort,"41,643"
North Carolina,Bertie,"34,766"
North Carolina,Bladen,"34,306"
North Carolina,Brunswick,"42,749"
North Carolina,Buncombe,"48,592"
North Carolina,Burke,"35,265"
North Carolina,Cabarrus,"45,220"
North Carolina,Caldwell,"35,374"
North Carolina,Camden,"45,335"
North Carolina,Carteret,"49,360"
North Carolina,Caswell,"35,591"
North Carolina,Catawba,"45,342"
North Carolina,Chatham,"63,041"
North Carolina,Cherokee,"32,266"
North Carolina,Chowan,"40,817"
North Carolina,Clay,"34,057"
North Carolina,Cleveland,"37,661"
North Carolina,Columbus,"32,397"
North Carolina,Craven,"43,665"
North Carolina,Cumberland,"38,780"
North Carolina,Currituck,"45,435"
North Carolina,Dare,"56,314"
North Carolina,Davidson,"39,087"
North Carolina,Davie,"47,630"
North Carolina,Duplin,"33,619"
North Carolina,Durham,"50,698"
North Carolina,Edgecombe,"34,946"
North Carolina,Forsyth,"48,804"
North Carolina,Franklin,"36,238"
North Carolina,Gaston,"41,379"
North Carolina,Gates,"36,060"
North Carolina,Graham,"33,075"
North Carolina,Granville,"38,652"
North Carolina,Greene,"32,569"
North Carolina,Guilford,"45,875"
North Carolina,Halifax,"36,013"
North Carolina,Harnett,"34,604"
North Carolina,Haywood,"40,290"
North Carolina,Henderson,"43,276"
North Carolina,Hertford,"32,702"
North Carolina,Hoke,"31,148"
North Carolina,Hyde,"43,490"
North Carolina,Iredell,"50,065"
North Carolina,Jackson,"32,844"
North Carolina,Johnston,"39,922"
North Carolina,Jones,"38,536"
North Carolina,Lee,"40,098"
North Carolina,Lenoir,"40,922"
North Carolina,Lincoln,"45,791"
North Carolina,McDowell,"34,077"
North Carolina,Macon,"40,057"
North Carolina,Madison,"34,036"
North Carolina,Martin,"34,647"
North Carolina,Mecklenburg,"61,137"
North Carolina,Mitchell,"35,932"
North Carolina,Montgomery,"35,611"
North Carolina,Moore,"51,307"
North Carolina,Nash,"42,016"
North Carolina,New Hanover,"45,290"
North Carolina,Northampton,"34,185"
North Carolina,Onslow,"46,142"
North Carolina,Orange,"67,385"
North Carolina,Pamlico,"43,532"
North Carolina,Pasquotank,"39,417"
North Carolina,Pender,"35,914"
North Carolina,Perquimans,"40,781"
North Carolina,Person,"38,202"
North Carolina,Pitt,"41,191"
North Carolina,Polk,"45,291"
North Carolina,Randolph,"37,017"
North Carolina,Richmond,"35,148"
North Carolina,Robeson,"29,438"
North Carolina,Rockingham,"37,137"
North Carolina,Rowan,"38,089"
North Carolina,Rutherford,"32,764"
North Carolina,Sampson,"35,900"
North Carolina,Scotland,"33,229"
North Carolina,Stanly,"39,047"
North Carolina,Stokes,"36,850"
North Carolina,Surry,"38,522"
North Carolina,Swain,"38,429"
North Carolina,Transylvania,"42,070"
North Carolina,Tyrrell,"30,000"
North Carolina,Union,"51,326"
North Carolina,Vance,"35,105"
North Carolina,Wake,"59,014"
North Carolina,Warren,"30,397"
North Carolina,Washington,"36,073"
North Carolina,Watauga,"36,684"
North Carolina,Wayne,"38,472"
North Carolina,Wilkes,"36,576"
North Carolina,Wilson,"40,501"
North Carolina,Yadkin,"37,027"
North Carolina,Yancey,"36,715"
North Dakota,Adams,"59,197"
North Dakota,Barnes,"55,784"
North Dakota,Benson,"34,482"
North Dakota,Billings,"74,682"
North Dakota,Bottineau,"58,823"
North Dakota,Bowman,"60,829"
North Dakota,Burke,"63,721"
North Dakota,Burleigh,"58,173"
North Dakota,Cass,"56,070"
North Dakota,Cavalier,"68,040"
North Dakota,Dickey,"52,437"
North Dakota,Divide,"48,574"
North Dakota,Dunn,"60,338"
North Dakota,Eddy,"54,013"
North Dakota,Emmons,"49,489"
North Dakota,Foster,"62,928"
North Dakota,Golden Valley,"43,871"
North Dakota,Grand Forks,"51,494"
North Dakota,Grant,"38,371"
North Dakota,Griggs,"55,349"
North Dakota,Hettinger,"51,130"
North Dakota,Kidder,"50,285"
North Dakota,LaMoure,"56,134"
North Dakota,Logan,"60,543"
North Dakota,McHenry,"52,233"
North Dakota,McIntosh,"59,596"
North Dakota,McKenzie,"62,549"
North Dakota,McLean,"54,518"
North Dakota,Mercer,"57,839"
North Dakota,Morton,"52,153"
North Dakota,Mountrail,"58,955"
North Dakota,Nelson,"60,817"
North Dakota,Oliver,"48,290"
North Dakota,Pembina,"50,088"
North Dakota,Pierce,"52,070"
North Dakota,Ramsey,"47,425"
North Dakota,Ransom,"55,912"
North Dakota,Renville,"60,976"
North Dakota,Richland,"53,007"
North Dakota,Rolette,"36,647"
North Dakota,Sargent,"65,448"
North Dakota,Sheridan,"35,497"
North Dakota,Sioux,"27,662"
North Dakota,Slope,"49,476"
North Dakota,Stark,"61,032"
North Dakota,Steele,"63,327"
North Dakota,Stutsman,"54,491"
North Dakota,Towner,"53,786"
North Dakota,Traill,"51,103"
North Dakota,Walsh,"48,945"
North Dakota,Ward,"55,214"
North Dakota,Wells,"55,328"
North Dakota,Williams,"68,874"
Ohio,Adams,"34,632"
Ohio,Allen,"42,816"
Ohio,Ashland,"38,441"
Ohio,Ashtabula,"38,461"
Ohio,Athens,"33,274"
Ohio,Auglaize,"49,578"
Ohio,Belmont,"42,429"
Ohio,Brown,"37,259"
Ohio,Butler,"47,408"
Ohio,Carroll,"39,698"
Ohio,Champaign,"41,055"
Ohio,Clark,"40,769"
Ohio,Clermont,"53,770"
Ohio,Clinton,"45,728"
Ohio,Columbiana,"38,013"
Ohio,Coshocton,"34,856"
Ohio,Crawford,"38,704"
Ohio,Cuyahoga,"54,739"
Ohio,Darke,"42,793"
Ohio,Defiance,"41,540"
Ohio,Delaware,"74,093"
Ohio,Erie,"62,591"
Ohio,Fairfield,"46,113"
Ohio,Fayette,"38,449"
Ohio,Franklin,"50,443"
Ohio,Fulton,"45,594"
Ohio,Gallia,"39,864"
Ohio,Geauga,"69,129"
Ohio,Greene,"50,291"
Ohio,Guernsey,"39,878"
Ohio,Hamilton,"59,561"
Ohio,Hancock,"51,623"
Ohio,Hardin,"33,482"
Ohio,Harrison,"38,573"
Ohio,Henry,"45,884"
Ohio,Highland,"36,326"
Ohio,Hocking,"38,047"
Ohio,Holmes,"45,211"
Ohio,Huron,"40,323"
Ohio,Jackson,"35,783"
Ohio,Jefferson,"39,311"
Ohio,Knox,"42,162"
Ohio,Lake,"50,729"
Ohio,Lawrence,"38,673"
Ohio,Licking,"46,059"
Ohio,Logan,"42,914"
Ohio,Lorain,"46,147"
Ohio,Lucas,"46,290"
Ohio,Madison,"41,751"
Ohio,Mahoning,"43,097"
Ohio,Marion,"38,252"
Ohio,Medina,"55,691"
Ohio,Meigs,"34,067"
Ohio,Mercer,"51,562"
Ohio,Miami,"47,552"
Ohio,Monroe,"34,665"
Ohio,Montgomery,"46,891"
Ohio,Morgan,"33,180"
Ohio,Morrow,"38,666"
Ohio,Muskingum,"40,614"
Ohio,Noble,"27,211"
Ohio,Ottawa,"51,637"
Ohio,Paulding,"41,032"
Ohio,Perry,"37,187"
Ohio,Pickaway,"41,131"
Ohio,Pike,"37,443"
Ohio,Portage,"44,055"
Ohio,Preble,"40,607"
Ohio,Putnam,"50,059"
Ohio,Richland,"39,234"
Ohio,Ross,"36,941"
Ohio,Sandusky,"41,624"
Ohio,Scioto,"39,080"
Ohio,Seneca,"39,681"
Ohio,Shelby,"46,188"
Ohio,Stark,"45,136"
Ohio,Summit,"51,036"
Ohio,Trumbull,"41,363"
Ohio,Tuscarawas,"43,358"
Ohio,Union,"55,470"
Ohio,Van Wert,"42,638"
Ohio,Vinton,"33,120"
Ohio,Warren,"59,799"
Ohio,Washington,"43,396"
Ohio,Wayne,"44,039"
Ohio,Williams,"41,712"
Ohio,Wood,"47,694"
Ohio,Wyandot,"45,588"
Oklahoma,Adair,"28,862"
Oklahoma,Alfalfa,"40,624"
Oklahoma,Atoka,"32,379"
Oklahoma,Beaver,"49,106"
Oklahoma,Beckham,"37,948"
Oklahoma,Blaine,"41,493"
Oklahoma,Bryan,"34,575"
Oklahoma,Caddo,"35,239"
Oklahoma,Canadian,"44,878"
Oklahoma,Carter,"43,079"
Oklahoma,Cherokee,"32,290"
Oklahoma,Choctaw,"31,885"
Oklahoma,Cimarron,"60,706"
Oklahoma,Cleveland,"45,094"
Oklahoma,Coal,"33,783"
Oklahoma,Comanche,"41,497"
Oklahoma,Cotton,"41,766"
Oklahoma,Craig,"35,718"
Oklahoma,Creek,"40,791"
Oklahoma,Custer,"41,652"
Oklahoma,Delaware,"31,188"
Oklahoma,Dewey,"44,529"
Oklahoma,Ellis,"51,570"
Oklahoma,Garfield,"44,465"
Oklahoma,Garvin,"38,135"
Oklahoma,Grady,"39,675"
Oklahoma,Grant,"45,182"
Oklahoma,Greer,"26,344"
Oklahoma,Harmon,"35,642"
Oklahoma,Harper,"46,436"
Oklahoma,Haskell,"32,365"
Oklahoma,Hughes,"31,833"
Oklahoma,Jackson,"38,527"
Oklahoma,Jefferson,"32,083"
Oklahoma,Johnston,"36,611"
Oklahoma,Kay,"40,881"
Oklahoma,Kingfisher,"49,257"
Oklahoma,Kiowa,"32,546"
Oklahoma,Latimer,"32,707"
Oklahoma,Le Flore,"32,677"
Oklahoma,Lincoln,"35,653"
Oklahoma,Logan,"43,169"
Oklahoma,Love,"37,547"
Oklahoma,McClain,"45,143"
Oklahoma,McCurtain,"31,648"
Oklahoma,McIntosh,"33,267"
Oklahoma,Major,"43,762"
Oklahoma,Marshall,"32,681"
Oklahoma,Mayes,"35,197"
Oklahoma,Murray,"42,289"
Oklahoma,Muskogee,"36,759"
Oklahoma,Noble,"41,401"
Oklahoma,Nowata,"36,165"
Oklahoma,Okfuskee,"30,092"
Oklahoma,Oklahoma,"52,168"
Oklahoma,Okmulgee,"33,971"
Oklahoma,Osage,"34,971"
Oklahoma,Ottawa,"35,746"
Oklahoma,Pawnee,"35,836"
Oklahoma,Payne,"37,159"
Oklahoma,Pittsburg,"38,551"
Oklahoma,Pontotoc,"43,148"
Oklahoma,Pottawatomie,"37,456"
Oklahoma,Pushmataha,"31,395"
Oklahoma,Roger Mills,"48,554"
Oklahoma,Rogers,"45,815"
Oklahoma,Seminole,"34,054"
Oklahoma,Sequoyah,"33,420"
Oklahoma,Stephens,"41,413"
Oklahoma,Texas,"46,597"
Oklahoma,Tillman,"39,961"
Oklahoma,Tulsa,"62,756"
Oklahoma,Wagoner,"39,550"
Oklahoma,Washington,"64,481"
Oklahoma,Washita,"36,490"
Oklahoma,Woods,"42,890"
Oklahoma,Woodward,"43,906"
Oregon,Baker,"40,699"
Oregon,Benton,"47,019"
Oregon,Clackamas,"58,608"
Oregon,Clatsop,"45,069"
Oregon,Columbia,"44,312"
Oregon,Coos,"43,620"
Oregon,Crook,"40,945"
Oregon,Curry,"42,657"
Oregon,Deschutes,"55,143"
Oregon,Douglas,"40,408"
Oregon,Gilliam,"48,448"
Oregon,Grant,"41,939"
Oregon,Harney,"39,122"
Oregon,Hood River,"56,624"
Oregon,Jackson,"46,603"
Oregon,Jefferson,"32,962"
Oregon,Josephine,"40,977"
Oregon,Klamath,"39,891"
Oregon,Lake,"39,797"
Oregon,Lane,"45,919"
Oregon,Lincoln,"44,119"
Oregon,Linn,"42,891"
Oregon,Malheur,"30,992"
Oregon,Marion,"43,042"
Oregon,Morrow,"39,095"
Oregon,Multnomah,"57,850"
Oregon,Polk,"41,379"
Oregon,Sherman,"52,296"
Oregon,Tillamook,"44,492"
Oregon,Umatilla,"39,684"
Oregon,Union,"40,547"
Oregon,Wallowa,"45,099"
Oregon,Wasco,"43,658"
Oregon,Washington,"60,971"
Oregon,Wheeler,"37,142"
Oregon,Yamhill,"45,478"
Pennsylvania,Adams,"49,173"
Pennsylvania,Allegheny,"62,958"
Pennsylvania,Armstrong,"45,510"
Pennsylvania,Beaver,"48,763"
Pennsylvania,Bedford,"42,889"
Pennsylvania,Berks,"49,945"
Pennsylvania,Blair,"46,743"
Pennsylvania,Bradford,"41,331"
Pennsylvania,Bucks,"73,447"
Pennsylvania,Butler,"58,927"
Pennsylvania,Cambria,"43,420"
Pennsylvania,Cameron,"48,651"
Pennsylvania,Carbon,"50,322"
Pennsylvania,Centre,"46,193"
Pennsylvania,Chester,"82,846"
Pennsylvania,Clarion,"41,732"
Pennsylvania,Clearfield,"44,421"
Pennsylvania,Clinton,"39,716"
Pennsylvania,Columbia,"42,211"
Pennsylvania,Crawford,"40,969"
Pennsylvania,Cumberland,"55,141"
Pennsylvania,Dauphin,"51,100"
Pennsylvania,Delaware,"66,617"
Pennsylvania,Elk,"48,886"
Pennsylvania,Erie,"44,903"
Pennsylvania,Fayette,"42,649"
Pennsylvania,Forest,"22,787"
Pennsylvania,Franklin,"46,403"
Pennsylvania,Fulton,"45,522"
Pennsylvania,Greene,"44,751"
Pennsylvania,Huntingdon,"38,558"
Pennsylvania,Indiana,"39,923"
Pennsylvania,Jefferson,"44,136"
Pennsylvania,Juniata,"45,277"
Pennsylvania,Lackawanna,"47,730"
Pennsylvania,Lancaster,"52,664"
Pennsylvania,Lawrence,"43,929"
Pennsylvania,Lebanon,"48,352"
Pennsylvania,Lehigh,"53,614"
Pennsylvania,Luzerne,"45,219"
Pennsylvania,Lycoming,"43,823"
Pennsylvania,McKean,"45,261"
Pennsylvania,Mercer,"43,024"
Pennsylvania,Mifflin,"39,738"
Pennsylvania,Monroe,"42,722"
Pennsylvania,Montgomery,"80,606"
Pennsylvania,Montour,"57,426"
Pennsylvania,Northampton,"54,859"
Pennsylvania,Northumberland,"41,712"
Pennsylvania,Perry,"44,693"
Pennsylvania,Philadelphia,"55,747"
Pennsylvania,Pike,"47,864"
Pennsylvania,Potter,"42,819"
Pennsylvania,Schuylkill,"42,862"
Pennsylvania,Snyder,"42,449"
Pennsylvania,Somerset,"42,179"
Pennsylvania,Sullivan,"46,097"
Pennsylvania,Susquehanna,"45,336"
Pennsylvania,Tioga,"41,039"
Pennsylvania,Union,"41,246"
Pennsylvania,Venango,"42,223"
Pennsylvania,Warren,"42,875"
Pennsylvania,Washington,"59,568"
Pennsylvania,Wayne,"43,996"
Pennsylvania,Westmoreland,"52,200"
Pennsylvania,Wyoming,"45,285"
Pennsylvania ,York,"50,113"
Rhode Island,Bristol,"78,805"
Rhode Island,Kent,"59,665"
Rhode Island,Newport,"68,679"
Rhode Island,Providence,"48,137"
Rhode Island,Washington,"64,158"
South Carolina,Abbeville,"34,108"
South Carolina,Aiken,"42,511"
South Carolina,Allendale,"33,237"
South Carolina,Anderson,"39,710"
South Carolina,Bamberg,"32,858"
South Carolina,Barnwell,"33,363"
South Carolina,Beaufort,"56,711"
South Carolina,Berkeley,"40,415"
South Carolina,Calhoun,"38,451"
South Carolina,Charleston,"61,477"
South Carolina,Cherokee,"33,197"
South Carolina,Chester,"34,014"
South Carolina,Chesterfield,"31,012"
South Carolina,Clarendon,"33,197"
South Carolina,Colleton,"35,697"
South Carolina,Darlington,"37,475"
South Carolina,Dillon,"27,718"
South Carolina,Dorchester,"38,892"
South Carolina,Edgefield,"36,436"
South Carolina,Fairfield,"36,758"
South Carolina,Florence,"41,833"
South Carolina,Georgetown,"47,071"
South Carolina,Greenville,"48,644"
South Carolina,Greenwood,"37,424"
