State,County,Income
South Carolina,Hampton,"32,473"
South Carolina,Horry,"37,091"
South Carolina,Jasper,"29,242"
South Carolina,Kershaw,"41,227"
South Carolina,Lancaster,"49,127"
South Carolina,Laurens,"34,622"
South Carolina,Lee,"32,708"
South Carolina,Lexington,"46,513"
South Carolina,McCormick,"38,513"
South Carolina,Marion,"31,492"
South Carolina,Marlboro,"31,562"
South Carolina,Newberry,"37,793"
South Carolina,Oconee,"43,312"
South Carolina,Orangeburg,"33,818"
South Carolina,Pickens,"38,344"
South Carolina,Richland,"45,529"
South Carolina,Saluda,"34,455"
South Carolina,Spartanburg,"43,148"
South Carolina,Sumter,"38,603"
South Carolina,Union,"32,745"
South Carolina,Williamsburg,"32,726"
South Carolina,York,"46,667"
South Dakota,Aurora,"45,253"
South Dakota,Beadle,"49,246"
South Dakota,Bennett,"29,462"
South Dakota,Bon Homme,"38,851"
South Dakota,Brookings,"46,302"
South Dakota,Brown,"52,652"
South Dakota,Brule,"46,570"
South Dakota,Buffalo,"23,341"
South Dakota,Butte,"38,639"
South Dakota,Campbell,"50,232"
South Dakota,Charles Mix,"44,877"
South Dakota,Clark,"48,261"
South Dakota,Clay,"39,485"
South Dakota,Codington,"49,518"
South Dakota,Corson,"29,927"
South Dakota,Custer,"48,334"
South Dakota,Davison,"50,794"
South Dakota,Day,"47,352"
South Dakota,Deuel,"51,766"
South Dakota,Dewey,"35,720"
South Dakota,Douglas,"57,808"
South Dakota,Edmunds,"52,029"
South Dakota,Fall River,"46,885"
South Dakota,Faulk,"42,762"
South Dakota,Grant,"57,069"
South Dakota,Gregory,"48,209"
South Dakota,Haakon,"49,880"
South Dakota,Hamlin,"44,209"
South Dakota,Hand,"55,673"
South Dakota,Hanson,"66,614"
South Dakota,Harding,"51,036"
South Dakota,Hughes,"52,986"
South Dakota,Hutchinson,"53,179"
South Dakota,Hyde,"52,133"
South Dakota,Jackson,"26,835"
South Dakota,Jerauld,"54,425"
South Dakota,Jones,"60,001"
South Dakota,Kingsbury,"50,975"
South Dakota,Lake,"52,401"
South Dakota,Lawrence,"50,232"
South Dakota,Lincoln,"67,364"
South Dakota,Lyman,"47,431"
South Dakota,McCook,"52,453"
South Dakota,McPherson,"38,625"
South Dakota,Marshall,"48,721"
South Dakota,Meade,"43,015"
South Dakota,Mellette,"28,152"
South Dakota,Miner,"52,938"
South Dakota,Minnehaha,"57,223"
South Dakota,Moody,"49,690"
South Dakota,Oglala Lakota,"25,047"
South Dakota,Pennington,"51,369"
South Dakota,Perkins,"42,195"
South Dakota,Potter,"70,768"
South Dakota,Roberts,"36,929"
South Dakota,Sanborn,"48,731"
South Dakota,Spink,"52,479"
South Dakota,Stanley,"73,776"
South Dakota,Sully,"76,036"
South Dakota,Todd,"25,157"
South Dakota,Tripp,"49,835"
South Dakota,Turner,"62,019"
South Dakota,Union,"107,497"
South Dakota,Walworth,"45,924"
South Dakota,Yankton,"50,275"
South Dakota,Ziebach,"20,571"
Tennessee,Anderson,"41,853"
Tennessee,Bedford,"37,266"
Tennessee,Benton,"33,661"
Tennessee,Bledsoe,"26,281"
Tennessee,Blount,"42,991"
Tennessee,Bradley,"39,099"
Tennessee,Campbell,"33,967"
Tennessee,Cannon,"36,113"
Tennessee,Carroll,"35,900"
Tennessee,Carter,"34,579"
Tennessee,Cheatham,"43,932"
Tennessee,Chester,"33,642"
Tennessee,Claiborne,"35,384"
Tennessee,Clay,"31,013"
Tennessee,Cocke,"31,942"
Tennessee,Coffee,"38,656"
Tennessee,Crockett,"36,560"
Tennessee,Cumberland,"36,613"
Tennessee,Davidson,"66,060"
Tennessee,Decatur,"42,639"
Tennessee,DeKalb,"40,132"
Tennessee,Dickson,"40,556"
Tennessee,Dyer,"40,642"
Tennessee,Fayette,"55,364"
Tennessee,Fentress,"32,232"
Tennessee,Franklin,"38,880"
Tennessee,Gibson,"38,654"
Tennessee,Giles,"38,766"
Tennessee,Grainger,"33,490"
Tennessee,Greene,"39,971"
Tennessee,Grundy,"31,011"
Tennessee,Hamblen,"36,636"
Tennessee,Hamilton,"51,743"
Tennessee,Hancock,"27,042"
Tennessee,Hardeman,"29,430"
Tennessee,Hardin,"39,387"
Tennessee,Hawkins,"34,188"
Tennessee,Haywood,"32,023"
Tennessee,Henderson,"35,748"
Tennessee,Henry,"41,989"
Tennessee,Hickman,"32,780"
Tennessee,Houston,"32,822"
Tennessee,Humphreys,"38,665"
Tennessee,Jackson,"31,189"
Tennessee,Jefferson,"35,866"
Tennessee,Johnson,"32,249"
Tennessee,Knox,"49,738"
Tennessee,Lake,"23,230"
Tennessee,Lauderdale,"29,187"
Tennessee,Lawrence,"35,252"
Tennessee,Lewis,"34,432"
Tennessee,Lincoln,"41,388"
Tennessee,Loudon,"48,491"
Tennessee,McMinn,"35,897"
Tennessee,McNairy,"32,573"
Tennessee,Macon,"33,297"
Tennessee,Madison,"42,720"
Tennessee,Marion,"38,450"
Tennessee,Marshall,"37,550"
Tennessee,Maury,"42,696"
Tennessee,Meigs,"33,526"
Tennessee,Monroe,"33,338"
Tennessee,Montgomery,"41,031"
Tennessee,Moore,"41,276"
Tennessee,Morgan,"29,380"
Tennessee,Obion,"40,666"
Tennessee,Overton,"33,701"
Tennessee,Perry,"34,268"
Tennessee,Pickett,"39,686"
Tennessee,Polk,"33,772"
Tennessee,Putnam,"39,509"
Tennessee,Rhea,"34,147"
Tennessee,Roane,"40,980"
Tennessee,Robertson,"42,104"
Tennessee,Rutherford,"41,031"
Tennessee,Scott,"29,758"
Tennessee,Sequatchie,"38,003"
Tennessee,Sevier,"39,474"
Tennessee,Shelby,"49,465"
Tennessee,Smith,"37,742"
Tennessee,Stewart,"39,853"
Tennessee,Sullivan,"42,606"
Tennessee,Sumner,"48,656"
Tennessee,Tipton,"38,547"
Tennessee,Trousdale,"30,090"
Tennessee,Unicoi,"37,423"
Tennessee,Union,"31,693"
Tennessee,Van Buren,"30,770"
Tennessee,Warren,"33,970"
Tennessee,Washington,"43,299"
Tennessee,Wayne,"28,962"
Tennessee,Weakley,"37,316"
Tennessee,White,"32,477"
Tennessee,Williamson,"94,872"
Tennessee,Wilson,"49,092"
Texas,Anderson,"34,242"
Texas,Andrews,"50,011"
Texas,Angelina,"38,897"
Texas,Aransas,"48,389"
Texas,Archer,"50,310"
Texas,Armstrong,"47,995"
Texas,Atascosa,"36,660"
Texas,Austin,"50,702"
Texas,Bailey,"42,507"
Texas,Bandera,"43,459"
Texas,Bastrop,"36,561"
Texas,Baylor,"41,704"
Texas,Bee,"28,457"
Texas,Bell,"42,773"
Texas,Bexar,"46,058"
Texas,Blanco,"51,968"
Texas,Borden,"63,756"
Texas,Bosque,"41,592"
Texas,Bowie,"40,010"
Texas,Brazoria,"47,239"
Texas,Brazos,"39,216"
Texas,Brewster,"45,652"
Texas,Briscoe,"35,243"
Texas,Brooks,"33,861"
Texas,Brown,"38,830"
Texas,Burleson,"42,629"
Texas,Burnet,"46,516"
Texas,Caldwell,"33,668"
Texas,Calhoun,"38,668"
Texas,Callahan,"39,392"
Texas,Cameron,"28,756"
Texas,Camp,"38,660"
Texas,Carson,"46,373"
Texas,Cass,"36,905"
Texas,Castro,"42,786"
Texas,Chambers,"53,673"
Texas,Cherokee,"34,468"
Texas,Childress,"30,084"
Texas,Clay,"42,335"
Texas,Cochran,"38,312"
Texas,Coke,"41,895"
Texas,Coleman,"40,669"
Texas,Collin,"65,874"
Texas,Collingsworth,"33,039"
Texas,Colorado,"46,821"
Texas,Comal,"58,067"
Texas,Comanche,"42,465"
Texas,Concho,"19,801"
Texas,Cooke,"54,174"
Texas,Coryell,"33,996"
Texas,Cottle,"57,288"
Texas,Crane,"47,758"
Texas,Crockett,"41,472"
Texas,Crosby,"30,773"
Texas,Culberson,"54,180"
Texas,Dallam,"52,148"
Texas,Dallas,"58,993"
Texas,Dawson,"37,111"
Texas,Deaf Smith,"40,470"
Texas,Delta,"34,803"
Texas,Denton,"55,933"
Texas,DeWitt,"54,549"
Texas,Dickens,"31,586"
Texas,Dimmit,"36,639"
Texas,Donley,"45,736"
Texas,Duval,"36,418"
Texas,Eastland,"71,142"
Texas,Ector,"47,271"
Texas,Edwards,"35,182"
Texas,Ellis,"44,313"
Texas,El Paso,"35,856"
Texas,Erath,"39,572"
Texas,Falls,"34,619"
Texas,Fannin,"37,605"
Texas,Fayette,"53,564"
Texas,Fisher,"46,444"
Texas,Floyd,"37,367"
Texas,Foard,"42,954"
Texas,Fort Bend,"57,540"
Texas,Franklin,"39,730"
Texas,Freestone,"37,066"
Texas,Frio,"27,545"
Texas,Gaines,"36,009"
Texas,Galveston,"51,785"
Texas,Garza,"30,072"
Texas,Gillespie,"60,561"
Texas,Glasscock,"102,145"
Texas,Goliad,"43,858"
Texas,Gonzales,"43,342"
Texas,Gray,"44,002"
Texas,Grayson,"42,195"
Texas,Gregg,"45,401"
Texas,Grimes,"35,450"
Texas,Guadalupe,"44,809"
Texas,Hale,"32,263"
Texas,Hall,"30,180"
Texas,Hamilton,"60,744"
Texas,Hansford,"62,998"
Texas,Hardeman,"38,212"
Texas,Hardin,"45,982"
Texas,Harris,"56,474"
Texas,Harrison,"41,917"
Texas,Hartley,"62,463"
Texas,Haskell,"34,530"
Texas,Hays,"43,719"
Texas,Hemphill,"58,484"
Texas,Henderson,"39,627"
Texas,Hidalgo,"26,410"
Texas,Hill,"39,205"
Texas,Hockley,"38,975"
Texas,Hood,"50,741"
Texas,Hopkins,"39,120"
Texas,Houston,"38,081"
Texas,Howard,"40,255"
Texas,Hudspeth,"32,472"
Texas,Hunt,"38,029"
Texas,Hutchinson,"41,550"
Texas,Irion,"68,327"
Texas,Jack,"44,061"
Texas,Jackson,"41,770"
Texas,Jasper,"40,803"
Texas,Jeff Davis,"42,947"
Texas,Jefferson,"44,065"
Texas,Jim Hogg,"30,696"
Texas,Jim Wells,"40,570"
Texas,Johnson,"41,697"
Texas,Jones,"30,559"
Texas,Karnes,"49,593"
Texas,Kaufman,"42,837"
Texas,Kendall,"84,270"
Texas,Kenedy,"43,561"
Texas,Kent,"54,858"
Texas,Kerr,"50,150"
Texas,Kimble,"43,309"
Texas,King,"55,661"
Texas,Kinney,"30,431"
Texas,Kleberg,"38,997"
Texas,Knox,"38,457"
Texas,Lamar,"40,763"
Texas,Lamb,"38,247"
Texas,Lampasas,"49,457"
Texas,La Salle,"35,809"
Texas,Lavaca,"50,919"
Texas,Lee,"46,713"
Texas,Leon,"40,388"
Texas,Liberty,"37,237"
Texas,Limestone,"35,771"
Texas,Lipscomb,"64,757"
Texas,Live Oak,"35,636"
Texas,Llano,"47,476"
Texas,Loving,"56,730"
Texas,Lubbock,"42,569"
Texas,Lynn,"33,119"
Texas,McCulloch,"37,927"
Texas,McLennan,"41,254"
Texas,McMullen,"72,150"
Texas,Madison,"30,435"
Texas,Marion,"38,063"
Texas,Martin,"56,021"
Texas,Mason,"44,601"
Texas,Matagorda,"40,596"
Texas,Maverick,"30,505"
Texas,Medina,"39,403"
Texas,Menard,"35,311"
Texas,Midland,"124,455"
Texas,Milam,"36,135"
Texas,Mills,"37,153"
Texas,Mitchell,"31,913"
Texas,Montague,"42,074"
Texas,Montgomery,"63,605"
Texas,Moore,"41,275"
Texas,Morris,"43,421"
Texas,Motley,"28,938"
Texas,Nacogdoches,"37,755"
Texas,Navarro,"37,922"
Texas,Newton,"33,350"
Texas,Nolan,"43,087"
Texas,Nueces,"44,378"
Texas,Ochiltree,"57,287"
Texas,Oldham,"49,120"
Texas,Orange,"44,938"
Texas,Palo Pinto,"39,125"
Texas,Panola,"43,508"
Texas,Parker,"53,289"
Texas,Parmer,"44,981"
Texas,Pecos,"36,584"
Texas,Polk,"39,438"
Texas,Potter,"43,945"
Texas,Presidio,"42,848"
Texas,Rains,"33,602"
Texas,Randall,"47,966"
Texas,Reagan,"48,253"
Texas,Real,"34,687"
Texas,Red River,"40,648"
Texas,Reeves,"39,418"
Texas,Refugio,"42,606"
Texas,Roberts,"41,971"
Texas,Robertson,"40,394"
Texas,Rockwall,"61,003"
Texas,Runnels,"39,816"
Texas,Rusk,"36,485"
Texas,Sabine,"34,631"
Texas,San Augustine,"39,879"
Texas,San Jacinto,"34,514"
Texas,San Patricio,"43,945"
Texas,San Saba,"41,233"
Texas,Schleicher,"40,136"
Texas,Scurry,"42,095"
Texas,Shackelford,"130,461"
Texas,Shelby,"41,666"
Texas,Sherman,"49,508"
Texas,Smith,"55,229"
Texas,Somervell,"45,756"
Texas,Starr,"26,316"
Texas,Stephens,"39,289"
Texas,Sterling,"58,174"
Texas,Stonewall,"53,416"
Texas,Sutton,"61,478"
Texas,Swisher,"41,977"
Texas,Tarrant,"51,239"
Texas,Taylor,"45,333"
Texas,Terrell,"48,024"
Texas,Terry,"32,062"
Texas,Throckmorton,"35,941"
Texas,Titus,"34,718"
Texas,Tom Green,"45,993"
Texas,Travis,"67,504"
Texas,Trinity,"34,514"
Texas,Tyler,"32,081"
Texas,Upshur,"36,645"
Texas,Upton,"44,545"
Texas,Uvalde,"39,458"
Texas,Val Verde,"36,554"
Texas,Van Zandt,"38,200"
Texas,Victoria,"46,142"
Texas,Walker,"28,016"
Texas,Waller,"39,995"
Texas,Ward,"49,916"
Texas,Washington,"52,265"
Texas,Webb,"31,635"
Texas,Wharton,"41,473"
Texas,Wheeler,"41,801"
Texas,Wichita,"43,170"
Texas,Wilbarger,"42,041"
Texas,Willacy,"28,593"
Texas,Williamson,"50,776"
Texas,Wilson,"44,255"
Texas,Winkler,"57,584"
Texas,Wise,"43,752"
Texas,Wood,"38,152"
Texas,Yoakum,"41,112"
Texas,Young,"50,231"
Texas,Zapata,"28,294"
Texas,Zavala,"29,202"
Utah,Beaver,"33,739"
Utah,Box Elder,"37,390"
Utah,Cache,"38,974"
Utah,Carbon,"38,499"
Utah,Daggett,"41,157"
Utah,Davis,"46,286"
Utah,Duchesne,"36,709"
Utah,Emery,"33,145"
Utah,Garfield,"36,688"
Utah,Grand,"54,010"
Utah,Iron,"32,197"
Utah,Juab,"36,087"
Utah,Kane,"40,257"
Utah,Millard,"35,196"
Utah,Morgan,"52,426"
Utah,Piute,"33,716"
Utah,Rich,"35,436"
Utah,Salt Lake,"52,639"
Utah,San Juan,"26,638"
Utah,Sanpete,"29,209"
Utah,Sevier,"34,117"
Utah,Summit,"131,606"
Utah,Tooele,"36,836"
Utah,Uintah,"31,563"
Utah,Utah,"40,919"
Utah,Wasatch,"53,285"
Utah,Washington,"38,847"
Utah,Wayne,"39,096"
Utah,Weber,"41,853"
Vermont,Addison,"51,805"
Vermont,Bennington,"54,458"
Vermont,Caledonia,"41,246"
Vermont,Chittenden,"60,914"
Vermont,Essex,"36,008"
Vermont,Franklin,"46,220"
Vermont,Grand Isle,"59,204"
Vermont,Lamoille,"53,953"
Vermont,Orange,"47,170"
Vermont,Orleans,"43,542"
Vermont,Rutland,"52,343"
Vermont,Washington,"60,255"
Vermont,Windham,"50,925"
Vermont,Windsor,"58,116"
Virginia,Accomack,"42,764"
Virginia,Amelia,"44,774"
Virginia,Amherst,"37,160"
Virginia,Appomattox,"38,302"
Virginia,Arlington,"95,198"
Virginia,Bath,"61,628"
Virginia,Bedford,"46,707"
Virginia,Bland,"37,321"
Virginia,Botetourt,"50,274"
Virginia,Brunswick,"32,682"
Virginia,Buchanan,"36,229"
Virginia,Buckingham,"30,704"
Virginia,Caroline,"41,781"
Virginia,Charles City,"45,824"
Virginia,Charlotte,"35,970"
Virginia,Chesterfield,"53,695"
Virginia,Clarke,"67,111"
Virginia,Craig,"38,185"
Virginia,Culpeper,"46,510"
Virginia,Cumberland,"38,698"
Virginia,Dickenson,"32,354"
Virginia,Essex,"42,334"
Virginia,Fauquier,"70,787"
Virginia,Floyd,"38,903"
Virginia,Fluvanna,"44,693"
Virginia,Franklin,"40,781"
Virginia,Giles,"40,117"
Virginia,Gloucester,"50,502"
Virginia,Goochland,"100,545"
Virginia,Grayson,"33,013"
Virginia,Greene,"44,383"
Virginia,Halifax,"37,329"
Virginia,Hanover,"60,259"
Virginia,Henrico,"66,836"
Virginia,Highland,"46,113"
Virginia,Isle of Wight,"55,308"
Virginia,King and Queen,"43,361"
Virginia,King George,"53,000"
Virginia,King William,"46,612"
Virginia,Lancaster,"60,152"
Virginia,Lee,"30,303"
Virginia,Loudoun,"78,070"
Virginia,Louisa,"42,476"
Virginia,Lunenburg,"33,755"
Virginia,Madison,"48,822"
Virginia,Mathews,"56,088"
Virginia,Mecklenburg,"37,240"
Virginia,Middlesex,"51,213"
Virginia,Nelson,"50,717"
Virginia,New Kent,"70,743"
Virginia,Northampton,"49,313"
Virginia,Northumberland,"52,946"
Virginia,Nottoway,"34,897"
Virginia,Orange,"49,010"
Virginia,Page,"39,109"
Virginia,Patrick,"34,070"
Virginia,Powhatan,"56,607"
Virginia,Prince Edward,"31,890"
Virginia,Pulaski,"40,443"
Virginia,Rappahannock,"65,538"
Virginia,Richmond,"36,799"
Virginia,Russell,"33,498"
Virginia,Scott,"33,769"
Virginia,Shenandoah,"45,387"
Virginia,Smyth,"36,955"
Virginia,Stafford,"55,076"
Virginia,Surry,"46,413"
Virginia,Sussex,"31,378"
Virginia,Tazewell,"38,888"
Virginia,Warren,"46,743"
Virginia,Westmoreland,"43,166"
Virginia,Wythe,"35,608"
Virginia,Independent cities:,
Virginia,Alexandria,"88,008"
Virginia,Chesapeake,"50,529"
Virginia,Hampton,"43,547"
Virginia,Newport News,"43,501"
Virginia,Norfolk,"41,822"
Virginia,Portsmouth,"41,169"
Virginia,Richmond,"56,306"
Virginia,Roanoke,"43,451"
Virginia,Suffolk,"51,798"
Virginia,Virginia Beach,"58,308"
Virginia,Combination areas2:,
Virginia,Albemarle + Charlottesville,"74,613"
Virginia,Alleghany + Covington,"40,061"
Virginia,"Augusta, Staunton + Waynesboro","44,316"
Virginia,Campbell + Lynchburg,"37,719"
Virginia,Carroll + Galax,"36,023"
Virginia,"Dinwiddie, Colonial Heights + Petersburg","40,352"
Virginia,"Fairfax, Fairfax City + Falls Church","82,441"
Virginia,Frederick + Winchester,"50,802"
Virginia,Greensville + Emporia,"32,391"
Virginia,Henry + Martinsville,"39,367"
Virginia,James City + Williamsburg,"65,906"
Virginia,Montgomery + Radford,"37,759"
Virginia,Pittsylvania + Danville,"38,497"
Virginia,Prince George + Hopewell,"38,779"
Virginia,"Prince William, Manassas + Manassas Park","54,740"
Virginia,Roanoke + Salem,"52,248"
Virginia,"Rockbridge, Buena Vista + Lexington","40,320"
Virginia,Rockingham + Harrisonburg,"39,721"
Virginia,Southampton + Franklin,"42,381"
Virginia,Spotsylvania + Fredericksburg,"50,790"
Virginia,Washington + Bristol,"40,912"
Virginia,Wise + Norton,"32,988"
Virginia,York + Poquoson,"59,113"
Washington,Adams,"42,800"
Washington,Asotin,"47,104"
Washington,Benton,"47,465"
Washington,Chelan,"54,763"
Washington,Clallam,"46,120"
Washington,Clark,"53,423"
Washington,Columbia,"50,073"
Washington,Cowlitz,"44,990"
Washington,Douglas,"41,508"
Washington,Ferry,"36,071"
Washington,Franklin,"37,390"
Washington,Garfield,"44,510"
Washington,Grant,"39,789"
Washington,Grays Harbor,"40,429"
Washington,Island,"55,724"
Washington,Jefferson,"52,580"
Washington,King,"90,438"
Washington,Kitsap,"56,244"
Washington,Kittitas,"42,603"
Washington,Klickitat,"48,654"
Washington,Lewis,"43,453"
Washington,Lincoln,"46,312"
Washington,Mason,"42,767"
Washington,Okanogan,"42,462"
Washington,Pacific,"41,740"
Washington,Pend Oreille,"41,664"
Washington,Pierce,"52,114"
Washington,San Juan,"76,749"
Washington,Skagit,"53,060"
Washington,Skamania,"45,802"
Washington,Snohomish,"55,888"
Washington,Spokane,"46,466"
Washington,Stevens,"39,505"
Washington,Thurston,"51,684"
Washington,Wahkiakum,"42,423"
Washington,Walla Walla,"46,144"
Washington,Whatcom,"48,792"
Washington,Whitman,"40,935"
Washington,Yakima,"43,379"
West Virginia,Barbour,"32,290"
West Virginia,Berkeley,"41,201"
West Virginia,Boone,"33,592"
West Virginia,Braxton,"31,594"
West Virginia,Brooke,"41,740"
West Virginia,Cabell,"42,939"
West Virginia,Calhoun,"30,155"
West Virginia,Clay,"30,925"
West Virginia,Doddridge,"28,862"
West Virginia,Fayette,"34,577"
West Virginia,Gilmer,"28,917"
West Virginia,Grant,"36,691"
West Virginia,Greenbrier,"38,098"
West Virginia,Hampshire,"35,068"
West Virginia,Hancock,"42,128"
West Virginia,Hardy,"34,150"
West Virginia,Harrison,"48,226"
West Virginia,Jackson,"38,147"
West Virginia,Jefferson,"49,926"
West Virginia,Kanawha,"48,435"
West Virginia,Lewis,"40,653"
West Virginia,Lincoln,"30,549"
West Virginia,Logan,"36,525"
West Virginia,McDowell,"30,451"
West Virginia,Marion,"41,980"
West Virginia,Marshall,"41,028"
West Virginia,Mason,"33,318"
West Virginia,Mercer,"37,452"
West Virginia,Mineral,"38,815"
West Virginia,Mingo,"32,051"
West Virginia,Monongalia,"44,679"
West Virginia,Monroe,"30,359"
West Virginia,Morgan,"34,533"
West Virginia,Nicholas,"34,102"
West Virginia,Ohio,"65,100"
West Virginia,Pendleton,"35,140"
West Virginia,Pleasants,"43,883"
West Virginia,Pocahontas,"38,172"
West Virginia,Preston,"35,686"
West Virginia,Putnam,"46,941"
West Virginia,Raleigh,"41,115"
West Virginia,Randolph,"36,533"
West Virginia,Ritchie,"37,177"
West Virginia,Roane,"34,770"
West Virginia,Summers,"32,879"
West Virginia,Taylor,"40,675"
West Virginia,Tucker,"41,322"
West Virginia,Tyler,"37,336"
West Virginia,Upshur,"33,261"
West Virginia,Wayne,"33,637"
West Virginia,Webster,"27,816"
West Virginia,Wetzel,"36,791"
West Virginia,Wirt,"32,156"
West Virginia,Wood,"42,669"
West Virginia,Wyoming,"30,510"
Wisconsin,Adams,"38,736"
Wisconsin,Ashland,"41,106"
Wisconsin,Barron,"49,431"
Wisconsin,Bayfield,"48,542"
Wisconsin,Brown,"52,821"
Wisconsin,Buffalo,"44,756"
Wisconsin,Burnett,"42,706"
Wisconsin,Calumet,"50,776"
Wisconsin,Chippewa,"46,162"
Wisconsin,Clark,"40,228"
Wisconsin,Columbia,"51,147"
Wisconsin,Crawford,"41,485"
Wisconsin,Dane,"61,304"
Wisconsin,Dodge,"44,799"
Wisconsin,Door,"63,178"
Wisconsin,Douglas,"43,004"
Wisconsin,Dunn,"39,948"
Wisconsin,Eau Claire,"48,240"
Wisconsin,Florence,"54,346"
Wisconsin,Fond du Lac,"48,126"
Wisconsin,Forest,"41,517"
Wisconsin,Grant,"43,310"
Wisconsin,Green,"51,026"
Wisconsin,Green Lake,"46,152"
Wisconsin,Iowa,"48,073"
Wisconsin,Iron,"51,471"
Wisconsin,Jackson,"46,528"
Wisconsin,Jefferson,"46,241"
Wisconsin,Juneau,"37,898"
Wisconsin,Kenosha,"46,874"
Wisconsin,Kewaunee,"46,197"
Wisconsin,La Crosse,"50,107"
Wisconsin,Lafayette,"43,042"
Wisconsin,Langlade,"43,223"
Wisconsin,Lincoln,"45,766"
Wisconsin,Manitowoc,"47,675"
Wisconsin,Marathon,"50,111"
Wisconsin,Marinette,"44,014"
Wisconsin,Marquette,"41,182"
Wisconsin,Menominee,"30,371"
Wisconsin,Milwaukee,"47,589"
Wisconsin,Monroe,"41,779"
Wisconsin,Oconto,"45,609"
Wisconsin,Oneida,"51,715"
Wisconsin,Outagamie,"51,230"
Wisconsin,Ozaukee,"83,992"
Wisconsin,Pepin,"47,961"
Wisconsin,Pierce,"45,936"
Wisconsin,Polk,"46,514"
Wisconsin,Portage,"45,886"
Wisconsin,Price,"45,320"
Wisconsin,Racine,"49,749"
Wisconsin,Richland,"43,233"
Wisconsin,Rock,"44,204"
Wisconsin,Rusk,"44,199"
Wisconsin,St. Croix,"55,543"
Wisconsin,Sauk,"48,365"
Wisconsin,Sawyer,"45,915"
Wisconsin,Shawano,"42,290"
Wisconsin,Sheboygan,"52,851"
Wisconsin,Taylor,"39,051"
Wisconsin,Trempealeau,"44,698"
Wisconsin,Vernon,"40,356"
Wisconsin,Vilas,"53,983"
Wisconsin,Walworth,"50,023"
Wisconsin,Washburn,"47,218"
Wisconsin,Washington,"58,601"
Wisconsin,Waukesha,"72,650"
Wisconsin,Waupaca,"45,629"
Wisconsin,Waushara,"41,204"
Wisconsin,Winnebago,"48,101"
Wisconsin,Wood,"46,743"
Wyoming,Albany,"40,444"
Wyoming,Big Horn,"36,903"
Wyoming,Campbell,"52,824"
Wyoming,Carbon,"58,372"
Wyoming,Converse,"55,011"
Wyoming,Crook,"46,081"
Wyoming,Fremont,"43,633"
Wyoming,Goshen,"43,348"
Wyoming,Hot Springs,"55,232"
Wyoming,Johnson,"51,314"
Wyoming,Laramie,"52,039"
Wyoming,Lincoln,"43,049"
Wyoming,Natrona,"69,379"
Wyoming,Niobrara,"51,357"
Wyoming,Park,"54,308"
Wyoming,Platte,"48,442"
Wyoming,Sheridan,"58,223"
Wyoming,Sublette,"51,361"
Wyoming,Sweetwater,"53,145"
Wyoming,Teton,"251,728"
Wyoming,Uinta,"40,280"
Wyoming,Washakie,"48,184"
Wyoming,Weston,"44,737"